"ID","date","PrCredit"
"FI",1999-10-01,0.101657409769788
"FR",1999-10-01,0.0624282457380369
"GB",1999-10-01,0.0976393124950106
"GR",1999-10-01,0.174603009048004
"HU",1999-10-01,0.157712309776543
"IE",1999-10-01,0.15640542877644
"IL",1999-10-01,NA
"IN",1999-10-01,0.154554412120367
"IT",1999-10-01,0.043354933766493
"JP",1999-10-01,0.0130216262906936
"KR",1999-10-01,0.0418329344855971
"LU",1999-10-01,0.07599958602132
"MX",1999-10-01,0.0857735634288582
"NL",1999-10-01,0.0738747507049781
"NO",1999-10-01,0.171880693178363
"NZ",1999-10-01,0.0885359754559974
"PL",1999-10-01,0.188807047714847
"PT",1999-10-01,0.122233301875033
"RU",1999-10-01,NA
"SA",1999-10-01,NA
"SE",1999-10-01,0.0424906049384541
"US",1999-10-01,0.0567361294734164
"ZA",1999-10-01,0.0669951852388288
"AT",2000-01-01,0.0837665234674593
"AU",2000-01-01,0.11078581765411
"BE",2000-01-01,0.070426126762727
"BR",2000-01-01,0.144059578519314
"CA",2000-01-01,0.0510921909691503
"CH",2000-01-01,0.0238495008201011
"CL",2000-01-01,0.143841073826142
"CN",2000-01-01,0.116649414659944
"CO",2000-01-01,0.128544628632054
"CZ",2000-01-01,0.0345500552904492
"DE",2000-01-01,0.0405397387891008
"DK",2000-01-01,0.0696081984990655
"ES",2000-01-01,0.157483214271488
"FI",2000-01-01,0.120354512759034
"FR",2000-01-01,0.0703283262897455
"GB",2000-01-01,0.0906825072839194
"GR",2000-01-01,0.181165517413059
"HU",2000-01-01,0.150152627012711
"IE",2000-01-01,0.0872656005380896
"IL",2000-01-01,0.0516089589946232
"IN",2000-01-01,0.141223868329724
"IT",2000-01-01,0.05236084906176
"JP",2000-01-01,0.0085282918937987
"KR",2000-01-01,0.055884658210482
"LU",2000-01-01,0.0752916224814422
"MX",2000-01-01,0.0829448368602766
"NL",2000-01-01,0.0737767850910869
"NO",2000-01-01,0.159975805866794
"NZ",2000-01-01,0.0887928731427631
"PL",2000-01-01,0.134488797517751
"PT",2000-01-01,0.123283434106326
"RU",2000-01-01,-0.00081292346964163
"SA",2000-01-01,-0.00904704825773685
"SE",2000-01-01,0.0436179632112753
"US",2000-01-01,0.0597929275944804
"ZA",2000-01-01,0.0773872453080767
"AT",2000-04-01,0.0716174284130886
"AU",2000-04-01,0.113191889601387
"BE",2000-04-01,0.0606264325770493
"BR",2000-04-01,0.207511919517842
"CA",2000-04-01,0.0544583516953492
"CH",2000-04-01,0.0178769217550798
"CL",2000-04-01,0.182090946031727
"CN",2000-04-01,0.0446302727714602
"CO",2000-04-01,0.137469558894853
"CZ",2000-04-01,0.10048900346133
"DE",2000-04-01,0.0412941849364755
"DK",2000-04-01,0.0457559459122808
"ES",2000-04-01,0.137334798784757
"FI",2000-04-01,0.102724281268977
"FR",2000-04-01,0.0786918191484789
"GB",2000-04-01,0.0923773487476036
"GR",2000-04-01,0.164967488159268
"HU",2000-04-01,0.141091373196892
"IE",2000-04-01,0.0602656067120161
"IL",2000-04-01,0.0617428117028782
"IN",2000-04-01,0.128529244521037
"IT",2000-04-01,0.0630025685222459
"JP",2000-04-01,0.0203937103107948
"KR",2000-04-01,0.0540449534055365
"LU",2000-04-01,0.164400080391237
"MX",2000-04-01,0.0667205170746631
"NL",2000-04-01,0.055100605580471
"NO",2000-04-01,0.14986008093948
"NZ",2000-04-01,0.0838463867581751
"PL",2000-04-01,0.091442518500649
"PT",2000-04-01,0.107757024511415
"RU",2000-04-01,0.0133250614266225
"SA",2000-04-01,0.0117750889474323
"SE",2000-04-01,0.0675742392252019
"US",2000-04-01,0.0519707576080412
"ZA",2000-04-01,0.0820190896528082
"AT",2000-07-01,0.0530754003198331
"AU",2000-07-01,0.0830154177814564
"BE",2000-07-01,0.0652131510259629
"BR",2000-07-01,0.162816868229294
"CA",2000-07-01,0.0454117430433968
"CH",2000-07-01,0.0339069173152635
"CL",2000-07-01,0.172164722830141
"CN",2000-07-01,0.0836117467387787
"CO",2000-07-01,0.124322693240738
"CZ",2000-07-01,0.142380035134875
"DE",2000-07-01,0.0314404590222111
"DK",2000-07-01,0.0631194497981026
"ES",2000-07-01,0.129036215240935
"FI",2000-07-01,0.099722548997847
"FR",2000-07-01,0.0805990411917602
"GB",2000-07-01,0.0681432935465842
"GR",2000-07-01,0.123513228858341
"HU",2000-07-01,0.124590475530498
"IE",2000-07-01,0.0880089311388892
"IL",2000-07-01,0.059507088726787
"IN",2000-07-01,0.124898010933043
"IT",2000-07-01,0.0628520141818169
"JP",2000-07-01,0.0187244762681882
"KR",2000-07-01,0.0695303651428638
"LU",2000-07-01,0.227012628255722
"MX",2000-07-01,0.0141310875699631
"NL",2000-07-01,0.0636589470838504
"NO",2000-07-01,0.120371204283171
"NZ",2000-07-01,0.0976362175513079
"PL",2000-07-01,0.0288404944084756
"PT",2000-07-01,0.117578286744229
"RU",2000-07-01,0.0401116189632056
"SA",2000-07-01,0.023785735275597
"SE",2000-07-01,0.0831710622263532
"US",2000-07-01,0.0500022348619042
"ZA",2000-07-01,0.087248911636116
"AT",2000-10-01,0.0285340993196081
"AU",2000-10-01,0.0861986688434007
"BE",2000-10-01,0.0603623184131832
"BR",2000-10-01,0.20806466274887
"CA",2000-10-01,0.0640965834781731
"CH",2000-10-01,0.0190147274088992
"CL",2000-10-01,0.20128280269289
"CN",2000-10-01,0.0682481470290216
"CO",2000-10-01,0.127895143326772
"CZ",2000-10-01,0.0540335128270208
"DE",2000-10-01,0.0351206959833344
"DK",2000-10-01,0.0570995000975893
"ES",2000-10-01,0.122249639607949
"FI",2000-10-01,0.0430708259315355
"FR",2000-10-01,0.076701703606501
"GB",2000-10-01,0.0613421614455032
"GR",2000-10-01,0.107064428888899
"HU",2000-10-01,0.133266512673227
"IE",2000-10-01,0.0789413105605058
"IL",2000-10-01,0.0838911547682058
"IN",2000-10-01,0.129966327830626
"IT",2000-10-01,0.0647159974774018
"JP",2000-10-01,0.00883789533743861
"KR",2000-10-01,0.0847465996688135
"LU",2000-10-01,0.295113505194306
"MX",2000-10-01,0.0162216003575553
"NL",2000-10-01,0.0500178193481755
"NO",2000-10-01,0.0623131921347083
"NZ",2000-10-01,0.053714450839213
"PL",2000-10-01,0.0876598899861108
"PT",2000-10-01,0.127433670171677
"RU",2000-10-01,0.0620437020791256
"SA",2000-10-01,0.0357340723536288
"SE",2000-10-01,0.0779679073983119
"US",2000-10-01,0.0628648127958783
"ZA",2000-10-01,0.0913857471994593
"AT",2001-01-01,0.0442176632509402
"AU",2001-01-01,0.0595506390244431
"BE",2001-01-01,0.0470716808522958
"BR",2001-01-01,0.160291873503169
"CA",2001-01-01,0.0547424515834527
"CH",2001-01-01,0.0046705962300901
"CL",2001-01-01,0.122016916172363
"CN",2001-01-01,0.0562134785802155
"CO",2001-01-01,0.137766932849588
"CZ",2001-01-01,0.0630049656034399
"DE",2001-01-01,0.0292204344594324
"DK",2001-01-01,0.0665061105402949
"ES",2001-01-01,0.112725721283986
"FI",2001-01-01,0.0174808749057214
"FR",2001-01-01,0.0632460932900581
"GB",2001-01-01,0.0607173791005627
"GR",2001-01-01,0.135582509860469
"HU",2001-01-01,0.129943234268738
"IE",2001-01-01,0.1444797471331
"IL",2001-01-01,0.090948390782708
"IN",2001-01-01,0.132145028783489
"IT",2001-01-01,0.0679153434457002
"JP",2001-01-01,0.000290233108241511
"KR",2001-01-01,0.0940562541582408
"LU",2001-01-01,0.329222928443807
"MX",2001-01-01,0.0109615552907756
"NL",2001-01-01,0.0457390781404804
"NO",2001-01-01,0.0717409654842518
"NZ",2001-01-01,0.0436431110627239
"PL",2001-01-01,0.0971879864513021
"PT",2001-01-01,0.13076779162069
"RU",2001-01-01,0.0818820668786768
"SA",2001-01-01,0.0476355703007286
"SE",2001-01-01,0.0807341819341704
"TR",2001-01-01,NA
"US",2001-01-01,0.0557741034003828
"ZA",2001-01-01,0.140396903787619
"AT",2001-04-01,0.040547512893068
"AU",2001-04-01,0.04419006561432
"BE",2001-04-01,0.0336433911762566
"BR",2001-04-01,0.132579347528485
"CA",2001-04-01,0.0447402079891146
"CH",2001-04-01,-0.00205629015274508
"CL",2001-04-01,0.100417705827646
"CN",2001-04-01,0.198196921872883
"CO",2001-04-01,0.111642942403961
"CZ",2001-04-01,0.0435239198017842
"DE",2001-04-01,0.0263949578519248
"DK",2001-04-01,0.0530653017979879
"ES",2001-04-01,0.11379553489687
"FI",2001-04-01,0.040227854244807
"FR",2001-04-01,0.0548131253827129
"GB",2001-04-01,0.0538634847071156
"GR",2001-04-01,0.0787275709694698
"HU",2001-04-01,0.119876757927453
"IE",2001-04-01,0.136401073354765
"IL",2001-04-01,0.103647812164491
"IN",2001-04-01,0.143573880832766
"IT",2001-04-01,0.0558829516065786
"JP",2001-04-01,-0.0157688256877794
"KR",2001-04-01,0.112260784736653
"LU",2001-04-01,0.25981445711021
"MX",2001-04-01,0.0119742315002166
"NL",2001-04-01,0.0486184013492852
"NO",2001-04-01,0.0716977718503401
"NZ",2001-04-01,0.0504071683666444
"PL",2001-04-01,0.140629577168695
"PT",2001-04-01,0.1308238736581
"RU",2001-04-01,0.0975221204967275
"SA",2001-04-01,0.0564120812399736
"SE",2001-04-01,0.0573594881839845
"TR",2001-04-01,0.559521734419387
"US",2001-04-01,0.0533579198672087
"ZA",2001-04-01,0.102274826018445
"AT",2001-07-01,0.0400765581711915
"AU",2001-07-01,0.0789538792143668
"BE",2001-07-01,0.0223268542558417
"BR",2001-07-01,0.17668016014264
"CA",2001-07-01,0.054830639638977
"CH",2001-07-01,0.00140566615383342
"CL",2001-07-01,0.101398925266789
"CN",2001-07-01,0.202533598665248
"CO",2001-07-01,0.1395026140496
"CZ",2001-07-01,0.00714425558742748
"DE",2001-07-01,0.0322940104162192
"DK",2001-07-01,0.0442579713180815
"ES",2001-07-01,0.107275943002703
"FI",2001-07-01,0.0286050873335516
"FR",2001-07-01,0.047764503459118
"GB",2001-07-01,0.0686329658631769
"GR",2001-07-01,0.0976085197505537
"HU",2001-07-01,0.13697386758106
"IE",2001-07-01,0.148205227330906
"IL",2001-07-01,0.113599843122729
"IN",2001-07-01,0.159566380278551
"IT",2001-07-01,0.0556028877989728
"JP",2001-07-01,-0.0102330982141898
"KR",2001-07-01,0.130708363612954
"LU",2001-07-01,0.196682823386853
"MX",2001-07-01,0.0707736170330444
"NL",2001-07-01,0.0344926288317411
"NO",2001-07-01,0.0658669173758024
"NZ",2001-07-01,0.0317747522076896
"PL",2001-07-01,0.184477616726526
"PT",2001-07-01,0.114105471665614
"RU",2001-07-01,0.108635336546143
"SA",2001-07-01,0.0705316594063442
"SE",2001-07-01,0.0461303080388131
"TR",2001-07-01,0.374310771586109
"US",2001-07-01,0.0650457402872444
"ZA",2001-07-01,0.0996143727931401
"AT",2001-10-01,0.0435762789829166
"AU",2001-10-01,0.091182650174913
"BE",2001-10-01,0.0176218891892158
"BR",2001-10-01,0.280959650694046
"CA",2001-10-01,0.0469859574044286
"CH",2001-10-01,0.0119523081267627
"CL",2001-10-01,0.0896974780313369
"CN",2001-10-01,0.220443864129549
"CO",2001-10-01,0.177559426979489
"CZ",2001-10-01,0.096731468316013
"DE",2001-10-01,0.0391325236122764
"DK",2001-10-01,0.0454549748769489
"ES",2001-10-01,0.0919764515277957
"FI",2001-10-01,0.0345889426891455
"FR",2001-10-01,0.0423997797958916
"GB",2001-10-01,0.0970202845849133
"GR",2001-10-01,0.107922740973119
"HU",2001-10-01,0.131481888349592
"ID",2001-10-01,NA
"IE",2001-10-01,0.159558395713035
"IL",2001-10-01,0.102174621346328
"IN",2001-10-01,0.153034665288762
"IT",2001-10-01,0.0625705400136569
"JP",2001-10-01,-0.0112440160466523
"KR",2001-10-01,0.133511284557735
"LU",2001-10-01,0.14153389271236
"MX",2001-10-01,0.0897133854093811
"NL",2001-10-01,0.0474896013389412
"NO",2001-10-01,0.0847185616634858
"NZ",2001-10-01,0.0768900878467179
"PL",2001-10-01,0.17735349210165
"PT",2001-10-01,0.116782009924266
"RU",2001-10-01,0.107394816340878
"SA",2001-10-01,0.0685690274712288
"SE",2001-10-01,0.0438253645574048
"TR",2001-10-01,0.300968952448519
"US",2001-10-01,0.0656965222215022
"ZA",2001-10-01,0.0759549539910122
"AT",2002-01-01,0.0346224413351936
"AU",2002-01-01,0.0983793539760086
"BE",2002-01-01,0.0202356274136273
"BR",2002-01-01,0.244115688380977
"CA",2002-01-01,0.0517669434439424
"CH",2002-01-01,0.0312570839163577
"CL",2002-01-01,0.0950441869320225
"CN",2002-01-01,0.214564531525844
"CO",2002-01-01,0.181580696388588
"CZ",2002-01-01,0.102574036184899
"DE",2002-01-01,0.0309437822078702
"DK",2002-01-01,0.0279733479749283
"ES",2002-01-01,0.0961397932453035
"FI",2002-01-01,0.037138573925143
"FR",2002-01-01,0.0484479679482939
"GB",2002-01-01,0.092614737517372
"GR",2002-01-01,0.102555340843035
"HU",2002-01-01,0.146189635946962
"ID",2002-01-01,-0.0186567542611609
"IE",2002-01-01,0.100588396081196
"IL",2002-01-01,0.0834485425921094
"IN",2002-01-01,0.146430262992997
"IT",2002-01-01,0.044909826863378
"JP",2002-01-01,-0.00721740900811841
"KR",2002-01-01,0.151346403289546
"LU",2002-01-01,0.106360577693347
"MX",2002-01-01,0.117080761767771
"NL",2002-01-01,0.0417383744995812
"NO",2002-01-01,0.0821217860099636
"NZ",2002-01-01,0.0794006479481642
"PL",2002-01-01,0.187500854223204
"PT",2002-01-01,0.117574998822096
"RU",2002-01-01,0.11224224982492
"SA",2002-01-01,0.0618767501020131
"SE",2002-01-01,0.0405053652689202
"TR",2002-01-01,0.323743262106341
"US",2002-01-01,0.0743914317749464
"ZA",2002-01-01,-0.00253583000087566
"AT",2002-04-01,0.036517578420299
"AU",2002-04-01,0.0898888802509786
"BE",2002-04-01,0.0268037413410376
"BR",2002-04-01,0.237631258726485
"CA",2002-04-01,0.0352826424622543
"CH",2002-04-01,0.0312676135087778
"CL",2002-04-01,0.098616321966734
"CN",2002-04-01,0.181853784816367
"CO",2002-04-01,0.200910149194377
"CZ",2002-04-01,0.104016094911536
"DE",2002-04-01,0.0422617595475789
"DK",2002-04-01,0.0676240929975646
"ES",2002-04-01,0.0921513799812106
"FI",2002-04-01,0.0178260275730197
"FR",2002-04-01,0.0616300415484473
"GB",2002-04-01,0.0786645654499724
"GR",2002-04-01,0.113208121402566
"HU",2002-04-01,0.17774821237998
"ID",2002-04-01,0.00544816019295657
"IE",2002-04-01,0.0587032009013503
"IL",2002-04-01,0.0522250682673785
"IN",2002-04-01,0.140316301349274
"IT",2002-04-01,0.0528853026334195
"JP",2002-04-01,1.87367762473825e-05
"KR",2002-04-01,0.125775388091703
"LU",2002-04-01,0.164204902576996
"MX",2002-04-01,0.128360538603208
"NL",2002-04-01,0.0487353786246841
"NO",2002-04-01,0.106965945480004
"NZ",2002-04-01,0.0713468413718182
"PL",2002-04-01,0.17165841459574
"PT",2002-04-01,0.14055842098446
"RU",2002-04-01,0.106183826392419
"SA",2002-04-01,0.0490830358620493
"SE",2002-04-01,0.0546737057069109
"TR",2002-04-01,0.36383373785228
"US",2002-04-01,0.0778207953551441
"ZA",2002-04-01,0.0696985397937799
"AT",2002-07-01,0.0464163090598351
"AU",2002-07-01,0.0830297390248837
"BE",2002-07-01,0.0414550790677917
"BR",2002-07-01,0.131422851256418
"CA",2002-07-01,0.0375945348638495
"CH",2002-07-01,0.0353897239513416
"CL",2002-07-01,0.0388654021261995
"CN",2002-07-01,0.209044263896361
"CO",2002-07-01,0.134849464389954
"CZ",2002-07-01,0.0731042576508498
"DE",2002-07-01,0.0445806319544349
"DK",2002-07-01,0.0696471469616192
"ES",2002-07-01,0.0974726018248028
"FI",2002-07-01,0.0506953182180775
"FR",2002-07-01,0.0657397281003396
"GB",2002-07-01,0.0832116194798706
"GR",2002-07-01,0.116114439059441
"HU",2002-07-01,0.200566365425244
"ID",2002-07-01,0.0156084513887323
"IE",2002-07-01,0.0628740777769348
"IL",2002-07-01,0.0130505240188675
"IN",2002-07-01,0.1198219605699
"IT",2002-07-01,0.0569701402893536
"JP",2002-07-01,-0.00634319115458271
"KR",2002-07-01,0.0928955965530693
"LU",2002-07-01,0.242497314597628
"MX",2002-07-01,0.0969671064880824
"NL",2002-07-01,0.0547713278917874
"NO",2002-07-01,0.144231475640743
"NZ",2002-07-01,0.0658435496594074
"PL",2002-07-01,0.125589212738173
"PT",2002-07-01,0.126159530968323
"RU",2002-07-01,0.0988555878435337
"SA",2002-07-01,0.0255020841227737
"SE",2002-07-01,0.0624884628113101
"TR",2002-07-01,0.216181348514752
"US",2002-07-01,0.0878147387833091
"ZA",2002-07-01,0.0676460575680219
"AT",2002-10-01,0.0172095192421915
"AU",2002-10-01,0.066493788502991
"BE",2002-10-01,0.0357491546739773
"BR",2002-10-01,0.0376861417223309
"CA",2002-10-01,0.0184560191765373
"CH",2002-10-01,0.0360203804082125
"CL",2002-10-01,-0.0126535944006794
"CN",2002-10-01,0.215509882219893
"CO",2002-10-01,0.095987824500726
"CZ",2002-10-01,0.0251851994288983
"DE",2002-10-01,0.0262832919971051
"DK",2002-10-01,0.0480366487420786
"ES",2002-10-01,0.0865738962517136
"FI",2002-10-01,0.0452020567039048
"FR",2002-10-01,0.0597059746883928
"GB",2002-10-01,0.0626930432848098
"GR",2002-10-01,0.0913413666965967
"HU",2002-10-01,0.18004354372011
"ID",2002-10-01,0.0223194066172498
"IE",2002-10-01,0.060735333897997
"IL",2002-10-01,0.008952630716276
"IN",2002-10-01,0.11396534974038
"IT",2002-10-01,0.0494213233245226
"JP",2002-10-01,-0.00853547445598117
"KR",2002-10-01,0.0730090977882095
"LU",2002-10-01,0.291556027615507
"MX",2002-10-01,0.0928346973431149
"NL",2002-10-01,0.0502088606139975
"NO",2002-10-01,0.111665889517128
"NZ",2002-10-01,0.0686052511503149
"PL",2002-10-01,0.0832336626390288
"PT",2002-10-01,0.0982977049830143
"RU",2002-10-01,0.107620594591009
"SA",2002-10-01,0.0177045531211795
"SE",2002-10-01,0.0450897555683463
"TR",2002-10-01,0.150438532542255
"US",2002-10-01,0.0753518593736719
"ZA",2002-10-01,0.0811967034342206
"AT",2003-01-01,0.0237679065118915
"AU",2003-01-01,0.0839339404767091
"BE",2003-01-01,0.0309191228586694
"BR",2003-01-01,0.071006264722503
"CA",2003-01-01,0.0149053412035704
"CH",2003-01-01,0.0372399526613016
"CL",2003-01-01,-0.0126353049399848
"CN",2003-01-01,0.197037877799186
"CO",2003-01-01,0.0742741512600538
"CZ",2003-01-01,0.00146633473030815
"DE",2003-01-01,0.0267854300607179
"DK",2003-01-01,0.0388363141159078
"ES",2003-01-01,0.0909431267703858
"FI",2003-01-01,0.0645696778839699
"FR",2003-01-01,0.0424505481735848
"GB",2003-01-01,0.066873958882969
"GR",2003-01-01,0.0795429769097136
"HU",2003-01-01,0.183580897268742
"ID",2003-01-01,0.0341230782331049
"IE",2003-01-01,0.121602198457825
"IL",2003-01-01,0.0169040105946405
"IN",2003-01-01,0.11838268573291
"IT",2003-01-01,0.0408444357345079
"JP",2003-01-01,-0.00409404693371224
"KR",2003-01-01,0.0589569955021196
"LU",2003-01-01,0.331843312551465
"MX",2003-01-01,0.0840264012075425
"NL",2003-01-01,0.0819528613120626
"NO",2003-01-01,0.0936666313400773
"NZ",2003-01-01,0.0654859085472059
"PL",2003-01-01,0.0742497695603714
"PT",2003-01-01,0.0762033818417488
"RU",2003-01-01,0.098525484650515
"SA",2003-01-01,0.006061806020067
"SE",2003-01-01,0.0278477259963078
"TR",2003-01-01,0.174453458990997
"US",2003-01-01,0.0719936840825334
"ZA",2003-01-01,0.128907573613672
"AT",2003-04-01,0.0281208662178029
"AU",2003-04-01,0.0990460250015206
"BE",2003-04-01,0.0514979243449843
"BR",2003-04-01,0.0586815941934694
"CA",2003-04-01,0.0448786717027795
"CH",2003-04-01,0.0388342834847827
"CL",2003-04-01,0.00224403295954833
"CN",2003-04-01,0.198249157087204
"CO",2003-04-01,0.0529426065078063
"CZ",2003-04-01,0.0119332895908813
"DE",2003-04-01,0.0191933716632632
"DK",2003-04-01,0.0496100572036883
"ES",2003-04-01,0.104835155222244
"FI",2003-04-01,0.0552724637909444
"FR",2003-04-01,0.0397312321263891
"GB",2003-04-01,0.0783561946745144
"GR",2003-04-01,0.119955590865571
"HU",2003-04-01,0.165213989174605
"ID",2003-04-01,0.0354360381945637
"IE",2003-04-01,0.158473191098239
"IL",2003-04-01,0.0286750976977564
"IN",2003-04-01,0.127070028052353
"IT",2003-04-01,0.0468671421304274
"JP",2003-04-01,0.000873374969108805
"KR",2003-04-01,0.0617661595683552
"LU",2003-04-01,0.227117424923575
"MX",2003-04-01,0.0793983364648866
"NL",2003-04-01,0.0753441706535221
"NO",2003-04-01,0.0852620450818559
"NZ",2003-04-01,0.0719521097970507
"PL",2003-04-01,0.0807820559380531
"PT",2003-04-01,0.102100153010728
"RU",2003-04-01,0.121948323499972
"SA",2003-04-01,-0.0175582925911997
"SE",2003-04-01,0.0336409583973948
"TR",2003-04-01,0.12144150375861
"US",2003-04-01,0.117787014543391
"ZA",2003-04-01,0.0600134603403067
"AT",2003-07-01,0.0336319589669447
"AU",2003-07-01,0.104803576207034
"BE",2003-07-01,0.0374847869102181
"BR",2003-07-01,0.0961634277566839
"CA",2003-07-01,0.0363136811649837
"CH",2003-07-01,0.0302477179308777
"CL",2003-07-01,0.0339300409724501
"CN",2003-07-01,0.14861119359997
"CO",2003-07-01,0.0566234551147812
"CZ",2003-07-01,0.046688099099487
"DE",2003-07-01,0.00405621837693284
"DK",2003-07-01,0.0545283152980424
"ES",2003-07-01,0.108516601624336
"FI",2003-07-01,0.0491691685389721
"FR",2003-07-01,0.0408211820701018
"GB",2003-07-01,0.0704165144123367
"GR",2003-07-01,0.128580413357509
"HU",2003-07-01,0.166032593505045
"ID",2003-07-01,0.0912506972101404
"IE",2003-07-01,0.13219094247246
"IL",2003-07-01,0.0465605766637304
"IN",2003-07-01,0.133802679544273
"IT",2003-07-01,0.0525184226493737
"JP",2003-07-01,0.00272405253249889
"KR",2003-07-01,0.0631349045373471
"LU",2003-07-01,0.131407771898487
"MX",2003-07-01,0.0813151005654513
"NL",2003-07-01,0.0662355260881114
"NO",2003-07-01,0.106042124649845
"NZ",2003-07-01,0.0959839700905348
"PL",2003-07-01,0.0668106482692036
"PT",2003-07-01,0.110418695228822
"RU",2003-07-01,0.135807129117757
"SA",2003-07-01,0.00399944688500526
"SE",2003-07-01,0.0230003669942535
"TR",2003-07-01,0.228071295421465
"US",2003-07-01,0.100864531927666
"ZA",2003-07-01,0.059853054791933
"AT",2003-10-01,0.061652500961206
"AU",2003-10-01,0.111350503422183
"BE",2003-10-01,0.0466725858730651
"BR",2003-10-01,0.0649328338924223
"CA",2003-10-01,0.044678835437601
"CH",2003-10-01,0.0300625685937016
"CL",2003-10-01,0.0526540348135634
"CN",2003-10-01,0.130915842903234
"CO",2003-10-01,0.0476033996369645
"CZ",2003-10-01,0.0675830217638003
"DE",2003-10-01,0.0105597526684924
"DK",2003-10-01,0.0768822552641435
"ES",2003-10-01,0.116995151763857
"FI",2003-10-01,0.0629173853219898
"FR",2003-10-01,0.0504462431640426
"GB",2003-10-01,0.0805425896064953
"GR",2003-10-01,0.142241016442064
"HU",2003-10-01,0.168224593868638
"ID",2003-10-01,0.0977061785875664
