"ID","borrowers_country","cg_dtype","Credit","date","obs_value"
"60","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1975-04-01,-3.7
"61","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1975-07-01,56.6
"62","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1975-07-01,-6.1
"63","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1975-10-01,58
"64","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1975-10-01,-4.5
"65","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1976-01-01,57.8
"66","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1976-01-01,-4.4
"67","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1976-04-01,57.3
"68","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1976-04-01,-4.5
"69","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1976-07-01,57.5
"70","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1976-07-01,-4.1
"71","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1976-10-01,58.4
"72","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1976-10-01,-3
"73","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1977-01-01,56.4
"74","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1977-01-01,-4.7
"75","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1977-04-01,56.5
"76","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1977-04-01,-4.2
"77","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1977-07-01,56
"78","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1977-07-01,-4.5
"79","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1977-10-01,56.1
"80","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1977-10-01,-4
"81","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1978-01-01,56
"82","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1978-01-01,-3.9
"83","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1978-04-01,56.5
"84","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1978-04-01,-3.2
"85","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1978-07-01,55.7
"86","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1978-07-01,-3.7
"87","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1978-10-01,55.5
"88","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1978-10-01,-3.5
"89","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1979-01-01,56.2
"90","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1979-01-01,-2.6
"91","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1979-04-01,56.8
"92","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1979-04-01,-1.9
"93","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1979-07-01,56.3
"94","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1979-07-01,-2.2
"95","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1979-10-01,55.7
"96","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1979-10-01,-2.6
"97","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1980-01-01,56.9
"98","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1980-01-01,-1.2
"99","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1980-04-01,57.2
"100","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1980-04-01,-0.8
"101","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1980-07-01,56.9
"102","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1980-07-01,-1.1
"103","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1980-10-01,56.8
"104","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1980-10-01,-1
"105","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1981-01-01,56.6
"106","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1981-01-01,-1
"107","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1981-04-01,56.6
"108","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1981-04-01,-1
"109","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1981-07-01,58.2
"110","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1981-07-01,0.6
"111","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1981-10-01,60.8
"112","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1981-10-01,3.1
"113","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1982-01-01,61.2
"114","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1982-01-01,3.4
"115","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1982-04-01,63.3
"116","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1982-04-01,5.2
"117","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1982-07-01,64.1
"118","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1982-07-01,5.7
"119","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1982-10-01,65.7
"120","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1982-10-01,6.8
"121","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1983-01-01,66.6
"122","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1983-01-01,7.3
"123","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1983-04-01,67.6
"124","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1983-04-01,7.8
"125","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1983-07-01,68
"126","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1983-07-01,7.7
"127","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1983-10-01,68.6
"128","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1983-10-01,7.8
"129","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1984-01-01,70.7
"130","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1984-01-01,9.4
"131","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1984-04-01,72.5
"132","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1984-04-01,10.5
"133","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1984-07-01,73.5
"134","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1984-07-01,10.8
"135","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1984-10-01,76.1
"136","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1984-10-01,12.5
"137","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1985-01-01,77.7
"138","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1985-01-01,13.2
"139","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1985-04-01,76.7
"140","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1985-04-01,11.4
"141","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1985-07-01,78.2
"142","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1985-07-01,12
"143","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1985-10-01,77.4
"144","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1985-10-01,10.4
"145","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1986-01-01,79.9
"146","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1986-01-01,12
"147","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1986-04-01,81.2
"148","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1986-04-01,12.4
"149","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1986-07-01,81.8
"150","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1986-07-01,12
"151","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1986-10-01,84.7
"152","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1986-10-01,13.9
"153","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1987-01-01,86.5
"154","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1987-01-01,14.6
"155","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1987-04-01,87.3
"156","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1987-04-01,14.2
"157","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1987-07-01,88.7
"158","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1987-07-01,14.5
"159","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1987-10-01,88.6
"160","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1987-10-01,13.2
"161","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1988-01-01,90.9
"162","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1988-01-01,14.4
"163","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1988-04-01,94.6
"164","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1988-04-01,16.7
"165","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1988-07-01,97.3
"166","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1988-07-01,17.9
"167","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1988-10-01,98.3
"168","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1988-10-01,17.5
"169","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1989-01-01,101.6
"170","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1989-01-01,19.2
"171","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1989-04-01,104.1
"172","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1989-04-01,20
"173","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1989-07-01,106.4
"174","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1989-07-01,20.6
"175","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1989-10-01,107.3
"176","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1989-10-01,19.7
"177","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1990-01-01,113
"178","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1990-01-01,23.5
"179","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1990-04-01,114.5
"180","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1990-04-01,23
"181","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1990-07-01,114.3
"182","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1990-07-01,21
"183","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1990-10-01,115.3
"184","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1990-10-01,20.1
"185","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1991-01-01,116.5
"186","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1991-01-01,19.4
"187","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1991-04-01,118.8
"188","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1991-04-01,19.8
"189","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1991-07-01,118.6
"190","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1991-07-01,17.7
"191","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1991-10-01,115.8
"192","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1991-10-01,13.3
"193","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1992-01-01,116.4
"194","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1992-01-01,12.4
"195","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1992-04-01,115.4
"196","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1992-04-01,9.8
"197","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1992-07-01,115.4
"198","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1992-07-01,8.5
"199","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1992-10-01,117.8
"200","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1992-10-01,9.4
"201","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1993-01-01,116.8
"202","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1993-01-01,7.1
"203","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1993-04-01,117
"204","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1993-04-01,6
"205","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1993-07-01,117.4
"206","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1993-07-01,5.2
"207","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1993-10-01,118.9
"208","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1993-10-01,5.4
"209","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1994-01-01,117.4
"210","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1994-01-01,2.9
"211","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1994-04-01,114.2
"212","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1994-04-01,-1.2
"213","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1994-07-01,113.7
"214","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1994-07-01,-2.6
"215","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1994-10-01,113.6
"216","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1994-10-01,-3.5
"217","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1995-01-01,113.3
"218","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1995-01-01,-4.5
"219","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1995-04-01,113.3
"220","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1995-04-01,-5.1
"221","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1995-07-01,113.3
"222","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1995-07-01,-5.7
"223","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1995-10-01,115.9
"224","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1995-10-01,-3.8
"225","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1996-01-01,114.6
"226","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1996-01-01,-5.7
"227","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1996-04-01,116
"228","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1996-04-01,-5
"229","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1996-07-01,115.2
"230","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1996-07-01,-6.3
"231","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1996-10-01,114.8
"232","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1996-10-01,-7.1
"233","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1997-01-01,107.9
"234","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1997-01-01,-14.1
"235","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1997-04-01,109.7
"236","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1997-04-01,-12.4
"237","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1997-07-01,111.9
"238","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1997-07-01,-10.5
"239","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1997-10-01,112.1
"240","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1997-10-01,-10.5
"241","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1998-01-01,114
"242","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1998-01-01,-8.8
"243","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1998-04-01,115.7
"244","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1998-04-01,-7.6
"245","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1998-07-01,119.4
"246","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1998-07-01,-4.4
"247","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1998-10-01,120
"248","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1998-10-01,-4.3
"249","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1999-01-01,122.1
"250","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1999-01-01,-2.7
"251","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1999-04-01,124.8
"252","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1999-04-01,-0.8
"253","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1999-07-01,125.8
"254","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1999-07-01,-0.6
"255","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",1999-10-01,128.2
"256","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",1999-10-01,1
"257","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2000-01-01,130.1
"258","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2000-01-01,2.1
"259","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2000-04-01,133.5
"260","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2000-04-01,4.4
"261","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2000-07-01,135.1
"262","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2000-07-01,5
"263","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2000-10-01,135.6
"264","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2000-10-01,4.5
"265","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2001-01-01,139.2
"266","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2001-01-01,6.9
"267","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2001-04-01,140.1
"268","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2001-04-01,6.6
"269","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2001-07-01,141.7
"270","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2001-07-01,7
"271","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2001-10-01,144.2
"272","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2001-10-01,8.2
"273","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2002-01-01,146.1
"274","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2002-01-01,8.7
"275","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2002-04-01,148.7
"276","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2002-04-01,9.9
"277","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2002-07-01,153.8
"278","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2002-07-01,13.4
"279","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2002-10-01,153.8
"280","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2002-10-01,11.9
"281","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2003-01-01,151.3
"282","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2003-01-01,8
"283","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2003-04-01,153.7
"284","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2003-04-01,8.9
"285","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2003-07-01,154.2
"286","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2003-07-01,8.1
"287","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2003-10-01,154
"288","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2003-10-01,6.5
"289","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2004-01-01,153.8
"290","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2004-01-01,5.1
"291","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2004-04-01,154.1
"292","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2004-04-01,4.2
"293","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2004-07-01,156.6
"294","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2004-07-01,5.4
"295","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2004-10-01,157.9
"296","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2004-10-01,5.4
"297","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2005-01-01,158.7
"298","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2005-01-01,4.9
"299","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2005-04-01,162.4
"300","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2005-04-01,7.2
"301","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2005-07-01,164.5
"302","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2005-07-01,7.9
"303","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2005-10-01,165.5
"304","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2005-10-01,7.4
"305","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2006-01-01,166.3
"306","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2006-01-01,6.7
"307","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2006-04-01,168.7
"308","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2006-04-01,7.6
"309","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2006-07-01,172
"310","GB","United Kingdom","C","Credit-to-GDP gaps (actual-trend)",2006-07-01,9.4
"311","GB","United Kingdom","A","Credit-to-GDP ratios (actual data)",2006-10-01,171.9
